Gene	Species	Experiment accession	Comparison	log_2 fold change	Adjusted p-value	t-statistic
ENSG00000025039	homo sapiens	E-GEOD-20559	'well-differentiated' vs 'dedifferentiated'	1.1	0.0196761916864058	
ENSG00000025039	homo sapiens	E-MTAB-8198	'EPZ004777; 6.4 micromolar' vs 'dimethyl sulfoxide; 1E-08 molar' in 'PEO4'	1.1	0.0245662240733134	
ENSG00000025039	homo sapiens	E-MEXP-3025	'PE e/10 adherent culture' vs 'sphere culture'	-1.1	0.0337706174484271	
ENSG00000025039	homo sapiens	E-GEOD-55541	'CA-PDGFRA + sh-p53' vs 'mock'	1.1	0.0369534405335017	
ENSG00000025039	homo sapiens	E-GEOD-34523	'SHP2 knockdown with miR2' vs 'control'	-1.1	0.0370254430806826	
ENSG00000025039	homo sapiens	E-MTAB-9848	'ZNF84 siRNA' vs 'scrambled siRNA' in 'none'	-1	1.35167362051757e-15	
ENSG00000025039	homo sapiens	E-MEXP-1857	'ASCL1-3 siRNA knockdown' vs 'control'	1	3.82848876925034e-7	
ENSG00000025039	homo sapiens	E-MTAB-5537	'estrogen receptor alpha shRNA' vs 'scrambled shRNA'	1	0.00000107280080183948	
ENSG00000025039	homo sapiens	E-GEOD-48433	'HOP-92; large cell undifferentiated lung; P04' vs 'HOP-92; large cell undifferentiated lung; P0'	1	0.00000331583356686492	
ENSG00000025039	homo sapiens	E-MEXP-3496	'Enterococcus faecalis' at '1 day' vs 'none' at '1 day'	1	0.00000803778545454939	
ENSG00000025039	homo sapiens	E-GEOD-29406	'media with 10 mM lactic acid (pH 6.7)' vs 'control'	1	0.0000220075321254722	
ENSG00000025039	homo sapiens	E-MTAB-5917	'phorbol 13-acetate 12-myristate; 100 nanomolar; interferon gamma; 1 day' vs 'none; 3 day' in 'none; none; 0 day'	1	0.00008591321879944	
ENSG00000025039	homo sapiens	E-GEOD-21750	'malignant mesothelioma; ERK5 knockdown' vs 'malignant mesothelioma; scrambled control'	-1	0.000190477369371368	
ENSG00000025039	homo sapiens	E-GEOD-10879	'MCF-7 clone 2A' vs 'MCF-7'	-1	0.000263987057484713	
ENSG00000025039	homo sapiens	E-MTAB-3645	'Cisplatin' vs 'None' in 'A2780cis; Normoxia'	1	0.000266236931329738	
ENSG00000025039	homo sapiens	E-GEOD-25412	'resveratrol; 250 millimolar' vs 'vehicle; '	1	0.000307889576258304	
ENSG00000025039	homo sapiens	E-MEXP-3496	'Enterococcus faecalis' at '5 day' vs 'none' at '5 day'	1	0.000366726171851901	
ENSG00000025039	homo sapiens	E-MTAB-3082	'hypoxia' vs 'normoxia' in 'NCH421k' at '7 day'	1	0.000429919316071743	
ENSG00000025039	homo sapiens	E-GEOD-48433	'NCI-H460; large cell lung carcinoma; P04' vs 'NCI-H460; large cell lung carcinoma; P0'	1	0.00354472897836229	
ENSG00000025039	homo sapiens	E-MTAB-2610	'FL4' vs 'T24'	1	0.00389383731376144	
ENSG00000025039	homo sapiens	E-GEOD-57463	'SOX9 overexpression' vs 'control'	-1	0.00402654779111319	
ENSG00000025039	homo sapiens	E-GEOD-12854	'PKA RI-alpha over expression' vs 'wild type'	-1	0.00544240003703083	
ENSG00000025039	homo sapiens	E-GEOD-60052	'small cell lung carcinoma' vs 'normal'	1	0.00891216204711064	
ENSG00000025039	homo sapiens	E-GEOD-22772	'expression of a dominant negative form of MAML1' vs 'control'	1	0.0114442483725609	
ENSG00000025039	homo sapiens	E-MTAB-7079	'miR-24-3p lentiviral knockdown' vs 'wild type genotype' in 'MES-MM 98'	1	0.0133524014970307	
ENSG00000025039	homo sapiens	E-MTAB-6087	'hypoxia' vs 'normoxia' in '93T449'	1	0.0335012355974609	
ENSG00000025039	homo sapiens	E-MTAB-4771	'astrocyte overexpressing 4 genes' vs 'glioma stem cell line'	-1	0.0423111290469328	
