Gene,Protein,Gene Name(s),Species,Experiment accession,Comparison,log_2 fold change,Adjusted p-value,t-statistic
ENSG00000185483,ROR1,ROR1,homo sapiens,E-MTAB-6008,'scrambled control siRNA' vs 'none' in 'B42 subclone 16',1.4,0.00143597022562956,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-MTAB-6008,'TRPS1 siRNA 2' vs 'none' in 'B42 subclone 11',1.4,0.00144494719401772,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-MTAB-11620,'poly I:C' vs 'mock' in 'ncgRNA',-1.4,0.0166532853696193,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-GEOD-61966,'501Mel; shBRG1 knockdown' vs '501Mel; control',-1.3,1.96802608787044e-54,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-MTAB-6756,'siRNA knockdown of GATA6' vs 'scrambled siRNA',-1.3,1.502096784508e-16,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-MTAB-9207,'KRAS-G13D expression' vs 'wild type genotype' in 'CFIm25 siRNA',1.3,1.25429632982126e-14,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-GEOD-33643,'BEZ235; max' vs 'DMSO; ',-1.3,0.00000104819048017015,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-GEOD-59020,'treated with MEK inhibitor U0126' vs 'control',-1.3,0.00000132453637677092,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-GEOD-22139,'DAOY M2.1; MYC knockdown' vs 'DAOY; siRNA scambled',1.3,0.00000161738784215234,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-MTAB-3645,'A2780cis' vs 'A2780' in Normoxia; None',1.3,0.00000181841016710008,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-MEXP-3496,'Enterococcus faecalis' at '1 day' vs 'none' at '1 day',1.3,0.00000355780630190025,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-GEOD-38678,'CLF1' vs 'CLS1; co-culture with CAF to generate sphere',1.3,0.0000404232095008593,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-GEOD-11336,'dexamethasone; 100 nanomolar' vs 'ethanol' at '24 hour',1.3,0.000170387282324306,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-MTAB-5678,'squamous cell carcinoma' vs 'normal',-1.3,0.000244019398345947,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-MTAB-3645,'A2780cis' vs 'A2780' in Normoxia; Cisplatin',1.3,0.000377515757809618,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-GEOD-19278,'S100P overexpressing' vs 'control',-1.3,0.0009074478043716,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-GEOD-23930,'mkk1CR' vs 'lethal factor (anthrax toxin)',1.3,0.00390323309943232,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-GEOD-35493,'glioblastoma' vs 'normal',1.3,0.011117963640427,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-GEOD-66354,'supratentorial ependymoma' vs 'normal',1.3,0.0115085418032223,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-GEOD-44077,'non-small cell lung carcinoma' vs 'normal',-1.2,3.60162180711014e-26,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-MTAB-10317,'lapatinib; 500 nanomolar' vs 'none' in 'scrambled siRNA',-1.2,3.88779568623702e-24,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-GEOD-43458,'smoker; lung adenocarcinoma' vs 'never smoked; normal',-1.2,6.68339623464174e-15,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-MTAB-7033,'p63 knockdown by siRNA' vs 'scrambled siRNA' in 'L3.6pl',1.2,2.77847997761466e-11,
