PMID,Title,Authors,Journal,Year,DOI,PMC_ID,Free_PMC,PDF_Downloaded,PDF_Filename
34685683,Transcriptomic Biomarkers for Tuberculosis: Validation of ,de Araujo LS; Ribeiro-Alves M; Wipperman MF; Vorkas CK; Pessler F; Saad MHF,Cells,2021,10.3390/cells10102704,PMC8534371,Yes,Yes,PMID_34685683_PMC8534371.pdf
34575183,Diagnostic and Prognostic Potential of MiR-379/656 MicroRNA Cluster in Molecular Subtypes of Breast Cancer.,Lal M; Ansari AH; Agrawal A; Mukhopadhyay A,Journal of clinical medicine,2021,10.3390/jcm10184071,PMC8467195,Yes,Yes,PMID_34575183_PMC8467195.pdf
34571251,Simulated microgravity triggers DNA damage and mitochondria-mediated apoptosis through ROS generation in human promyelocytic leukemic cells.,Singh R; Rajput M; Singh RP,Mitochondrion,2021,10.1016/j.mito.2021.09.006,,No,No,
34533439,Rational Design and Development of HDAC Inhibitors for Breast Cancer Treatment.,Mody D; Bouckaert J; Savvides SN; Gupta V,Current pharmaceutical design,2021,10.2174/1381612827666210917143953,,No,No,
34528556,"Diagnostic potential of differentially regulated microRNAs among endometriosis, endometrioid ovarian cancer, and endometrial cancer.",Kumari P; Sharma I; Saha SC; Srinivasan R; Minhas P,Journal of cancer research and therapeutics,2021,10.4103/jcrt.JCRT_969_19,,No,No,
34441085,Statistical Approach of Gene Set Analysis with Quantitative Trait Loci for Crop Gene Expression Studies.,Das S; Rai SN,"Entropy (Basel, Switzerland)",2021,10.3390/e23080945,PMC8391627,Yes,Yes,PMID_34441085_PMC8391627.pdf
34422810,Molecular Subtypes of Oral Squamous Cell Carcinoma Based on Immunosuppression Genes Using a Deep Learning Approach.,Li S; Mai Z; Gu W; Ogbuehi AC; Acharya A; Pelekos G; Ning W; Liu X; Deng Y; Li H; Lethaus B; Savkovic V; Zimmerer R; Ziebolz D; Schmalz G; Wang H; Xiao H; Zhao J,Frontiers in cell and developmental biology,2021,10.3389/fcell.2021.687245,PMC8375681,Yes,Yes,PMID_34422810_PMC8375681.pdf
34387138,Identification of miRNAs and related hub genes associated with the triple negative breast cancer using integrated bioinformatics analysis and ,Shuaib M; Prajapati KS; Singh AK; Kushwaha PP; Waseem M; Kumar S,Journal of biomolecular structure & dynamics,2022,10.1080/07391102.2021.1961869,,No,No,
34323221,Identification of unique subtype-specific interaction features in Class II zinc-dependent HDAC subtype binding pockets: A computational study.,Ukey S; Choudhury C; Sharma P,Journal of biosciences,2021,,,No,No,
34311079,Activation of CD44-Lipoprotein lipase axis in breast cancer stem cells promotes tumorigenesis.,Manupati K; Yeeravalli R; Kaushik K; Singh D; Mehra B; Gangane N; Gupta A; Goswami K; Das A,Biochimica et biophysica acta. Molecular basis of disease,2021,10.1016/j.bbadis.2021.166228,,No,No,
34306571,Analysis of immune subtypes across the epithelial-mesenchymal plasticity spectrum.,Chakraborty P; Chen EL; McMullen I; Armstrong AJ; Kumar Jolly M; Somarelli JA,Computational and structural biotechnology journal,2021,10.1016/j.csbj.2021.06.023,PMC8283019,Yes,Yes,PMID_34306571_PMC8283019.pdf
34261302,Analysis of H3K4me3-ChIP-Seq and RNA-Seq data to understand the putative role of miRNAs and their target genes in breast cancer cell lines.,Kotipalli A; Banerjee R; Kasibhatla SM; Joshi R,Genomics & informatics,2021,10.5808/gi.21020,PMC8261273,Yes,Yes,PMID_34261302_PMC8261273.pdf
34253750,Transcriptome profiling by combined machine learning and statistical R analysis identifies TMEM236 as a potential novel diagnostic biomarker for colorectal cancer.,Maurya NS; Kushwaha S; Chawade A; Mani A,Scientific reports,2021,10.1038/s41598-021-92692-0,PMC8275802,Yes,Yes,PMID_34253750_PMC8275802.pdf
34220265,Differential expression analysis in ovarian cancer: A functional genomics and systems biology approach.,Zhang Y; Qazi S; Raza K,Saudi journal of biological sciences,2021,10.1016/j.sjbs.2021.04.022,PMC8241591,Yes,Yes,PMID_34220265_PMC8241591.pdf
34148284,"Frontiers in G-Quadruplex therapeutics in cancer: Selection of small molecules, peptides and aptamers.",Banerjee N; Panda S; Chatterjee S,Chemical biology & drug design,2022,10.1111/cbdd.13910,,No,No,
34111459,"Bcl-xL expression and regulation in the progression, recurrence, and cisplatin resistance of oral cancer.",Alam M; Mishra R,Life sciences,2021,10.1016/j.lfs.2021.119705,,No,No,
34083590,Transcriptomic landscape of early age onset of colorectal cancer identifies novel genes and pathways in Indian CRC patients.,Singh MP; Rai S; Singh NK; Srivastava S,Scientific reports,2021,10.1038/s41598-021-91154-x,PMC8175339,Yes,Yes,PMID_34083590_PMC8175339.pdf
34032870,Dynamic alteration in miRNA and mRNA expression profiles at different stages of chronic arsenic exposure-induced carcinogenesis in a human cell culture model of skin cancer.,Banerjee M; Ferragut Cardoso A; Al-Eryani L; Pan J; Kalbfleisch TS; Srivastava S; Rai SN; States JC,Archives of toxicology,2021,10.1007/s00204-021-03084-2,PMC8241660,Yes,Yes,PMID_34032870_PMC8241660.pdf
33934493,Systematic analysis of migration factors by MigExpress identifies essential cell migration control genes in non-small cell lung cancer.,Pal J; Becker AC; Dhamija S; Seiler J; Abdelkarim M; Sharma Y; Behr J; Meng C; Ludwig C; Kuster B; Diederichs S,Molecular oncology,2021,10.1002/1878-0261.12973,PMC8253088,Yes,Yes,PMID_33934493_PMC8253088.pdf
33930741,In silico explanation for the causalities of deleterious RNF213 SNPs in Moyamoya disease and insulin resistance.,Sarkar P; Thirumurugan K,Computational biology and chemistry,2021,10.1016/j.compbiolchem.2021.107488,,No,No,
33916178,Malignant Pleural Mesothelioma Interactome with 364 Novel Protein-Protein Interactions.,Karunakaran KB; Yanamala N; Boyce G; Becich MJ; Ganapathiraju MK,Cancers,2021,10.3390/cancers13071660,PMC8037232,Yes,Yes,PMID_33916178_PMC8037232.pdf
33893249,Angiotensin-converting Enzyme 2 Specific Cell Subset Identification in Oral Tissues: A Need of the Hour in COVID-19 Research.,Sarode GS; Sarode SC; Gadbail AR; Gondivkar S; Sharma NK; Patil S,The journal of contemporary dental practice,2020,,,No,No,
33865415,"Exposures to 2,4-Dichlorophenoxyacetic acid with or without endotoxin upregulate small cell lung cancer pathway.",Kaur G; Kumar BVS; Singh B; Sethi RS,"Journal of occupational medicine and toxicology (London, England)",2021,10.1186/s12995-021-00304-4,PMC8052721,Yes,Yes,PMID_33865415_PMC8052721.pdf
33780787,Virtual screening-based identification of novel fatty acid synthase inhibitor and evaluation of its antiproliferative activity in breast cancer cells.,Amrutha Nisthul A; Archana PR; Anto RJ; Sadasivan C,Journal of molecular graphics & modelling,2021,10.1016/j.jmgm.2021.107903,,No,No,
33727172,"Tumor-specific overexpression of histone gene, H3C14 in gastric cancer is mediated through EGFR-FOXC1 axis.",Rashid M; Shah SG; Verma T; Chaudhary N; Rauniyar S; Patel VB; Gera PB; Smoot D; Ashaktorab H; Dalal SN; Gupta S,Biochimica et biophysica acta. Gene regulatory mechanisms,2021,10.1016/j.bbagrm.2021.194703,,No,No,
33681393,Deciphering the genetic alterations in matrix metallo-proteinase gene family and its putative association with head and neck squamous cell carcinoma.,Aparna J; Smiline-Girija AS; Paramasivam A; Vijayashree-Priyadharsini J,Molecular biology research communications,2021,10.22099/mbrc.2020.38344.1544,PMC7936386,Yes,Yes,PMID_33681393_PMC7936386.pdf
33662531,SwarnSeq: An improved statistical approach for differential expression analysis of single-cell RNA-seq data.,Das S; Rai SN,Genomics,2021,10.1016/j.ygeno.2021.02.014,PMC10150572,Yes,Yes,PMID_33662531_PMC10150572.pdf
33660436,To study the role of pre-treatment microRNA (micro ribonucleic acid) expression as a predictor of response to chemoradiation in locally advanced carcinoma cervix.,Barik S; Mitra S; Suryavanshi M; Dewan A; Kaur I; Kumar D; Mishra M; Vishwakarma G,"Cancer reports (Hoboken, N.J.)",2021,10.1002/cnr2.1348,PMC8388174,Yes,Yes,PMID_33660436_PMC8388174.pdf
33597969,Exploring the Differential Expression and Prognostic Significance of the COL11A1 Gene in Human Colorectal Carcinoma: An Integrated Bioinformatics Approach.,Patra R; Das NC; Mukherjee S,Frontiers in genetics,2021,10.3389/fgene.2021.608313,PMC7882494,Yes,Yes,PMID_33597969_PMC7882494.pdf
33524528,SOX9: An emerging driving factor from cancer progression to drug resistance.,Panda M; Tripathi SK; Biswal BK,Biochimica et biophysica acta. Reviews on cancer,2021,10.1016/j.bbcan.2021.188517,,No,No,
33521362,Unsupervised subtyping and methylation landscape of pancreatic ductal adenocarcinoma.,Roy S; Singh AP; Gupta D,Heliyon,2021,10.1016/j.heliyon.2021.e06000,PMC7820567,Yes,Yes,PMID_33521362_PMC7820567.pdf
33517235,High expression of ACE2 in HER2 subtype of breast cancer is a marker of poor prognosis.,Nair MG; Prabhu JS; Ts S,Cancer treatment and research communications,2021,10.1016/j.ctarc.2021.100321,PMC7825889,Yes,Yes,PMID_33517235_PMC7825889.pdf
33496213,Identifying kinase targets of PPARγ in human breast cancer.,Kandel A; Dhillon SK; Prabaharan CB; Fatnin Binti Hisham S; Rajamanickam K; Napper S; Chidambaram SB; Essa MM; Yang J; Sakharkar MK,Journal of drug targeting,2021,10.1080/1061186X.2021.1877719,,No,No,
33463265,Hypericin-Loaded Transferrin Nanoparticles Induce PP2A-Regulated BMI1 Degradation in Colorectal Cancer-Specific Chemo-Photodynamic Therapy.,Sardoiwala MN; Kushwaha AC; Dev A; Shrimali N; Guchhait P; Karmakar S; Roy Choudhury S,ACS biomaterials science & engineering,2020,10.1021/acsbiomaterials.9b01844,,No,No,
33461463,Targeting Histone Onco- Modifications Using Plant-Derived Products.,Illam SP; Kandiyil SP; Raghavamenon AC,Current drug targets,2021,10.2174/1389450122666210118150716,,No,No,
33400969,Small nucleolar RNA and its potential role in breast cancer - A comprehensive review.,Dsouza VL; Adiga D; Sriharikrishnaa S; Suresh PS; Chatterjee A; Kabekkodu SP,Biochimica et biophysica acta. Reviews on cancer,2021,10.1016/j.bbcan.2020.188501,,No,No,
33358908,The molecular basis of gender disparities in smoking lung cancer patients.,Davuluri S; Bajpai AK; Thirumurugan K; Acharya KK,Life sciences,2021,10.1016/j.lfs.2020.118927,,No,No,
33342796,Clinicopathologic implications of epithelial cell adhesion molecule expression across molecular subtypes of breast carcinoma.,Sundaram S; Christian SD; Krishnakumar R; Ramya R; Ramadoss M; Karunagaran D,Journal of cancer research and therapeutics,2020,10.4103/jcrt.JCRT_490_20,,No,No,
33263168,Analysis of Multimerin 1 (MMRN1) expression in ovarian cancer.,Saini A; Chandra KB; Kumar V; Mathur SR; Sharma JB; Kumar S; Yadav S,Molecular biology reports,2020,10.1007/s11033-020-06027-9,,No,No,
33246440,Identification and differential expression of serotransferrin and apolipoprotein A-I in the plasma of HIV-1 patients treated with first-line antiretroviral therapy.,Barik SK; Mohanty KK; Mohanty AK; Rawat P; Gopal G; Bisht D; Patil SA; Singh R; Sharma D; Tripathy SP; Tandon R; Singh TP; Jena S,BMC infectious diseases,2020,10.1186/s12879-020-05610-6,PMC7694411,Yes,Yes,PMID_33246440_PMC7694411.pdf
33174211,"Insights into the regulatory role and clinical relevance of mediator subunit, MED12, in human diseases.",Srivastava S; Kulshreshtha R,Journal of cellular physiology,2021,10.1002/jcp.30099,,No,No,
32950635,"Differential expression profiling of transcripts of IDH1, CEA, Cyfra21-1, and TPA in stage IIIa non-small cell lung cancer (NSCLC) of smokers and non-smokers cases with air quality index.",Mishra A; Singh N; Shyam H; Jain M; Kumar Sahu D; Shankar P; Alam N; Kumar A; Jaiswal R; Kumar S,Gene,2021,10.1016/j.gene.2020.145151,,No,No,
32903628,Artificial Intelligence to Decode Cancer Mechanism: Beyond Patient Stratification for Precision Oncology.,Patel SK; George B; Rai V,Frontiers in pharmacology,2020,10.3389/fphar.2020.01177,PMC7438594,Yes,Yes,PMID_32903628_PMC7438594.pdf
32827583,The emerging role of miRNA clusters in breast cancer progression.,Kandettu A; Radhakrishnan R; Chakrabarty S; Sriharikrishnaa S; Kabekkodu SP,Biochimica et biophysica acta. Reviews on cancer,2020,10.1016/j.bbcan.2020.188413,,No,No,
32813247,RNA-Sequencing Analysis Pipeline for Prognostic Marker Identification in Cancer.,Shukla S; Khadirnaikar S,"Methods in molecular biology (Clifton, N.J.)",2021,10.1007/978-1-0716-0759-6_8,,No,No,
32806782,A Linear Regression and Deep Learning Approach for Detecting Reliable Genetic Alterations in Cancer Using DNA Methylation and Gene Expression Data.,Mallik S; Seth S; Bhadra T; Zhao Z,Genes,2020,10.3390/genes11080931,PMC7465138,Yes,Yes,PMID_32806782_PMC7465138.pdf
32777531,Prediction of the differentially expressed circRNAs to decipher their roles in the onset of human colorectal cancers.,Bhuyan R; Bagchi A,Gene,2020,10.1016/j.gene.2020.145035,,No,No,
32766120,Differential Expression of Heat Shock Protein 27 in Oral Epithelial Dysplasias and Squamous Cell Carcinoma.,Karri RL; Subramanyam RV; Venigella A; Babburi S; Pinisetti S; Rudraraju A,Journal of microscopy and ultrastructure,2020,10.4103/JMAU.JMAU_48_19,PMC7365515,Yes,Yes,PMID_32766120_PMC7365515.pdf
32760283,Defective Proventriculus Regulates Cell Specification in the Gastric Region of ,Mehrotra S; Bansal P; Oli N; Pillai SJ; Galande S,Frontiers in physiology,2020,10.3389/fphys.2020.00711,PMC7372014,Yes,Yes,PMID_32760283_PMC7372014.pdf
32659446,De novo methyltransferases: Potential players in diseases and new directions for targeted therapy.,Saravanaraman P; Selvam M; Ashok C; Srijyothi L; Baluchamy S,Biochimie,2020,10.1016/j.biochi.2020.07.004,,No,No,
32655812,Aberrant promoter methylation of ,Kadian LK; Gulshan G; Ahuja P; Singhal G; Sharma S; Nanda S; Yadav R,American journal of translational research,2020,,PMC7344087,Yes,Yes,PMID_32655812_PMC7344087.pdf
32648188,Antibody-based biosensor to detect oncogenic splicing factor Sam68 for the diagnosis of lung cancer.,Sumithra B; Jayanthi VSPKSA; Manne HC; Gunda R; Saxena U; Das AB,Biotechnology letters,2020,10.1007/s10529-020-02951-9,,No,No,
32634196,MicroRNAs as Key Regulators of Ovarian Cancers.,Satapathy S; Kumar C; Singh RK,Cell medicine,2019,10.1177/2155179019873849,PMC6732848,Yes,Yes,PMID_32634196_PMC6732848.pdf
32344004,"CYP2R1 and CYP27A1 genes: An in silico approach to identify the deleterious mutations, impact on structure and their differential expression in disease conditions.",Sunkar S; Neeharika D,Genomics,2020,10.1016/j.ygeno.2020.04.017,,No,No,
32215864,"Differential expression of circulating serum miR-1249-3p, miR-3195, and miR-3692-3p in non-small cell lung cancer.",Kumar S; Sharawat SK; Ali A; Gaur V; Malik PS; Pandey M; Kumar S; Mohan A; Guleria R,Human cell,2020,10.1007/s13577-020-00351-9,,No,No,
32100078,Clinical relevance of the comparative expression of immune checkpoint markers with the clinicopathological findings in patients with primary and chemoreduced retinoblastoma.,Singh L; Singh MK; Rizvi MA; Bakhshi S; Meel R; Lomi N; Sen S; Kashyap S,"Cancer immunology, immunotherapy : CII",2020,10.1007/s00262-020-02529-4,PMC11027711,Yes,Yes,PMID_32100078_PMC11027711.pdf
32044043,Clinicopathological and immunohistochemical characteristics of breast cancer patients from Northeast India with special reference to triple negative breast cancer: A prospective study.,Sultana R; Kataki AC; Barthakur BB; Sarma A; Bose S,Current problems in cancer,2020,10.1016/j.currproblcancer.2020.100556,,No,No,
32017924,MicroRNAs in venous thrombo-embolism.,Hembrom AA; Srivastava S; Garg I; Kumar B,Clinica chimica acta; international journal of clinical chemistry,2020,10.1016/j.cca.2020.01.034,,No,No,
31952355,"Claudin-1, A Double-Edged Sword in Cancer.",Bhat AA; Syed N; Therachiyil L; Nisar S; Hashem S; Macha MA; Yadav SK; Krishnankutty R; Muralitharan S; Al-Naemi H; Bagga P; Reddy R; Dhawan P; Akobeng A; Uddin S; Frenneaux MP; El-Rifai W; Haris M,International journal of molecular sciences,2020,10.3390/ijms21020569,PMC7013445,Yes,Yes,PMID_31952355_PMC7013445.pdf
31932624,Construction of the gene regulatory network identifies MYC as a transcriptional regulator of SWI/SNF complex.,Srikanth S; Ramachandran S; Mohan S S,Scientific reports,2020,10.1038/s41598-019-56844-7,PMC6957478,Yes,Yes,PMID_31932624_PMC6957478.pdf
31930966,Transcriptome profiling and pathway analysis in squamous cell carcinoma of buccal mucosa.,Patel KD; Vora HH; Trivedi TI; Patel JB; Pandya SJ; Jetly DH; Patel PS,Experimental and molecular pathology,2020,10.1016/j.yexmp.2020.104378,,No,No,
31912102,Differential expression pattern of annexin A2 during nephrogenesis and kidney carcinoma.,Sadashiv R; Bannur BM; Shetty P; Dinesh US; Rani H; Vishwanatha J; Deshpande SK; Bargale A; Sarathkumar; Ruikar K,Romanian journal of morphology and embryology = Revue roumaine de morphologie et embryologie,2019,,,No,No,
31768922,Constitutive expression of c-REL in uveal melanoma patients: correlation with clinicopathological parameters and patient outcome.,Singh MK; Singh L; Pushker N; Chosdol K; Bakhshi S; Meel R; Sen S; Kashyap S,Clinical & translational oncology : official publication of the Federation of Spanish Oncology Societies and of the National Cancer Institute of Mexico,2020,10.1007/s12094-019-02247-z,,No,No,
31721713,In Silico Insights on GD2 : A Potential Target for Pediatric Neuroblastoma.,Limaye A; Sweta J; Madhavi M; Mudgal U; Mukherjee S; Sharma S; Hussain T; Nayarisseri A; Singh SK,Current topics in medicinal chemistry,2019,10.2174/1568026619666191112115333,,No,No,
33654901,Immunohistochemical Identification of Muscle Fiber Types in Mice ,Rao VV; Mohanty A,Bio-protocol,2019,10.21769/BioProtoc.3400,PMC7853988,Yes,Yes,PMID_33654901_PMC7853988.pdf
31612319,Differential expression of p52 and RelB proteins in the metastatic and non-metastatic groups of uveal melanoma with patient outcome.,Singh MK; Singh L; Chosdol K; Pushker N; Saini N; Meel R; Bakhshi S; Sen S; Kashyap S,Journal of cancer research and clinical oncology,2019,10.1007/s00432-019-03052-5,PMC11810319,Yes,Yes,PMID_31612319_PMC11810319.pdf
31544692,"Differential Expression of TOM34, AL1A1, PADI2 and KLRBA in NNK Induced Lung Cancer in Wistar Rats and their Implications.",Asad M; Wajid S; Katare DP; Mani RJ; Jain SK,Current cancer drug targets,2019,10.2174/1871525717666190717162646,,No,No,
31482051,Gene Ontology and Expression Studies of Strigolactone Analogues on a Hepatocellular Carcinoma Cell Line.,Hasan MN; Razvi SS; Choudhry H; Hassan MA; Moselhy SS; Kumosani TA; Zamzami MA; Abualnaja KO; Halwani MA; Al-Malki AL; Ragoussis J; Wu W; Bronner C; Asami T; Alhosin M,Analytical cellular pathology (Amsterdam),2019,10.1155/2019/1598182,PMC6701435,Yes,Yes,PMID_31482051_PMC6701435.pdf
31465861,XPO1 is a critical player for bortezomib resistance in multiple myeloma: A quantitative proteomic approach.,Chanukuppa V; Paul D; Taunk K; Chatterjee T; Sharma S; Kumar S; Santra MK; Rapole S,Journal of proteomics,2019,10.1016/j.jprot.2019.103504,,No,No,
31372384,Data on solute carrier transporter genes of a threatened Himalayan fish species - ,Barat A; Sahoo PK; Kumar R; Goel C; Siva C; Ali S,Data in brief,2019,10.1016/j.dib.2019.103712,PMC6660431,Yes,Yes,PMID_31372384_PMC6660431.pdf
31368028,Transcriptomic analysis to affirm the regulatory role of long non-coding RNA in horn cancer of Indian zebu cattle breed Kankrej (Bos indicus).,Sabara PH; Jakhesara SJ; Panchal KJ; Joshi CG; Koringa PG,Functional & integrative genomics,2020,10.1007/s10142-019-00700-4,,No,No,
31352060,Genome-wide analysis of multi-view data of miRNA-seq to identify miRNA biomarkers for stomach cancer.,Pant N; Rakshit S; Paul S; Saha I,Journal of biomedical informatics,2019,10.1016/j.jbi.2019.103254,,No,No,
31339741,"Recombinant Pierisin-5 Induces Apoptosis and Differential Expression of Bcl-2, Bax, and p53 in Human Cancer Cells.",Subbarayan S; Subramanian S; Senthil Kumar N,DNA and cell biology,2019,10.1089/dna.2018.4520,,No,No,
31299394,Role of ectopically expressed mtDNA encoded cytochrome c oxidase subunit I (MT-COI) in tumorigenesis.,Singh RK; Saini SK; Prakasam G; Kalairasan P; Bamezai RNK,Mitochondrion,2019,10.1016/j.mito.2019.07.002,,No,No,
31277598,Novel significant stage-specific differentially expressed genes in hepatocellular carcinoma.,Sarathi A; Palaniappan A,BMC cancer,2019,10.1186/s12885-019-5838-3,PMC6612102,Yes,Yes,PMID_31277598_PMC6612102.pdf
31241128,Functional balance between Tcf21-Slug defines cellular plasticity and migratory modalities in high grade serous ovarian cancer cell lines.,Varankar SS; More M; Abraham A; Pansare K; Kumar B; Narayanan NJ; Jolly MK; Mali AM; Bapat SA,Carcinogenesis,2020,10.1093/carcin/bgz119,,No,No,
31236820,"Outcomes of salvage re-irradiation in recurrent medulloblastoma correlate with age at initial diagnosis, primary risk-stratification, and molecular subgrouping.",Gupta T; Maitre M; Sastri GJ; Krishnatry R; Shirsat N; Epari S; Sahay A; Chinnaswamy G; Patil V; Shetty P; Moiyadi A,Journal of neuro-oncology,2019,10.1007/s11060-019-03225-9,,No,No,
31186453,Differential Expression Profile of NLRs and AIM2 in Glioma and Implications for NLRP12 in Glioblastoma.,Sharma N; Saxena S; Agrawal I; Singh S; Srinivasan V; Arvind S; Epari S; Paul S; Jha S,Scientific reports,2019,10.1038/s41598-019-44854-4,PMC6559951,Yes,Yes,PMID_31186453_PMC6559951.pdf
31145962,Microsatellite instability in mismatch repair and tumor suppressor genes and their expression profiling provide important targets for the development of biomarkers in gastric cancer.,Verma R; Agarwal AK; Sakhuja P; Sharma PC,Gene,2019,10.1016/j.gene.2019.05.051,,No,No,
31036418,The molecular differences between human papillomavirus-positive and -negative oropharyngeal squamous cell carcinoma: A bioinformatics study.,Wang J; Xi X; Shang W; Acharya A; Li S; Savkovic V; Li H; Haak R; Schmidt J; Liu X; Deng Y; Pan H; Obradovic D; Schmalz G; Ziebolz D; Hu X,American journal of otolaryngology,2019,10.1016/j.amjoto.2019.04.015,,No,No,
31016780,Differential expression of Ets-1 in breast cancer among North Indian population.,Nazir SU; Kumar R; Dil-Afroze; Rasool I; Bondhopadhyay B; Singh A; Tripathi R; Singh N; Khan A; Tanwar P; Agrawal U; Mehrotra R; Hussain S,Journal of cellular biochemistry,2019,10.1002/jcb.28716,,No,No,
30997315,"Differential expression of Helios, Neuropilin-1 and FoxP3 in head and neck squamous cell carcinoma (HNSCC) patients.",Adil AAM; Bommanabonia AK; Vaithy A; Kumar S; Waseem M; Jamal S; Ahmed N,3 Biotech,2019,10.1007/s13205-019-1707-7,PMC6468022,Yes,Yes,PMID_30997315_PMC6468022.pdf
30949792,IGF2 is Deregulated During the Development of Uterine Cervical Carcinoma in Indian Patients.,Roychowdhury A; Samadder S; Indra Mazumder D; Das P; Basu M; Mondal R; Roy A; Roychoudhury S; Panda CK,Biochemical genetics,2019,10.1007/s10528-019-09917-1,,No,No,
30949427,Risk of cognition alteration and emotional frailty via circulating transcriptome in treatment naïve head and neck squamous cell cancer patients.,Anusa AM; Thavarajah R,Journal of oral biology and craniofacial research,2019,10.1016/j.jobcr.2019.03.001,PMC6430736,Yes,Yes,PMID_30949427_PMC6430736.pdf
30857225,Prognostic and Clinicopathological Significance of SERTAD1 in Various Types of Cancer Risk: A Systematic Review and Retrospective Analysis.,Mongre RK; Jung S; Mishra CB; Lee BS; Kumari S; Lee MS,Cancers,2019,10.3390/cancers11030337,PMC6469047,Yes,Yes,PMID_30857225_PMC6469047.pdf
30814887,Differential expression of nucleostemin in the cytoplasm and nuclei of normal and cancerous cell lines.,Kavyasudha C; Joel JP; Devi A,Turkish journal of biology = Turk biyoloji dergisi,2018,10.3906/biy-1712-10,PMC6353292,Yes,Yes,PMID_30814887_PMC6353292.pdf
30753097,Radiation-induced DNA damage response and resistance in colorectal cancer stem-like cells.,Anuja K; Chowdhury AR; Saha A; Roy S; Rath AK; Kar M; Banerjee B,International journal of radiation biology,2019,10.1080/09553002.2019.1580401,,No,No,
30726546,Current Evidence on miRNAs as Potential Theranostic Markers for Detecting Chemoresistance in Colorectal Cancer: A Systematic Review and Meta-Analysis of Preclinical and Clinical Studies.,Madurantakam Royam M; Kumarasamy C; Baxi S; Gupta A; Ramesh N; Kodiveri Muthukaliannan G; Jayaraj R,Molecular diagnosis & therapy,2019,10.1007/s40291-019-00381-6,,No,No,
30531924,Volatilomic insight of head and neck cancer via the effects observed on saliva metabolites.,Taware R; Taunk K; Pereira JAM; Shirolkar A; Soneji D; Câmara JS; Nagarajaram HA; Rapole S,Scientific reports,2018,10.1038/s41598-018-35854-x,PMC6286361,Yes,Yes,PMID_30531924_PMC6286361.pdf
30499413,Structure-Based Virtual Screening for the Identification of High Affinity Compounds as Potent VEGFR2 Inhibitors for the Treatment of Renal Cell Carcinoma.,Sharma K; Patidar K; Ali MA; Patil P; Goud H; Hussain T; Nayarisseri A; Singh SK,Current topics in medicinal chemistry,2018,10.2174/1568026619666181130142237,,No,No,
30256698,In silico screening for identification of fatty acid synthase inhibitors and evaluation of their antiproliferative activity using human cancer cell lines.,Nisthul A A; Retnakumari AP; A S; Anto RJ; Sadasivan C,Journal of receptor and signal transduction research,2018,10.1080/10799893.2018.1511730,,No,No,
30250646,Constitutive activation and overexpression of NF-κB/c-Rel in conjunction with p50 contribute to aggressive tongue tumorigenesis.,Gupta S; Kumar P; Kaur H; Sharma N; Gupta S; Saluja D; Bharti AC; Das B,Oncotarget,2018,10.18632/oncotarget.26041,PMC6152474,Yes,Yes,PMID_30250646_PMC6152474.pdf
30203414,A novel bayesian multiple testing approach to deregulated miRNA discovery harnessing positional clustering.,Chandra NK; Singh R; Bhattacharya S,Biometrics,2019,10.1111/biom.12967,,No,No,
30191740,Decoding the LncRNA transcriptome of esophageal cancer: identification of clinically relevant LncRNAs.,Khadirnaikar S; Narayanan SP; Shukla SK,Biomarkers in medicine,2018,10.2217/bmm-2018-0032,,No,No,
29998871,Expression analysis of apolipoproteins AI & AIV in hepatocellular carcinoma: A protein-based hepatocellular carcinoma-associated study.,Bharali D; Banerjee BD; Bharadwaj M; Husain SA; Kar P,The Indian journal of medical research,2018,10.4103/ijmr.IJMR_1358_16,PMC6057253,Yes,Yes,PMID_29998871_PMC6057253.pdf
29948634,Identification and expression of alternatively spliced novel isoforms of cancer associated MYD88 lacking death domain in mouse.,Ishqi HM; Husain MA; Rehman SU; Sarwar T; Tabish M,Molecular biology reports,2018,10.1007/s11033-018-4209-5,,No,No,
29921827,Differential Expression and Pathway Analysis in Drug-Resistant Triple-Negative Breast Cancer Cell Lines Using RNASeq Analysis.,Shaheen S; Fawaz F; Shah S; Büsselberg D,International journal of molecular sciences,2018,10.3390/ijms19061810,PMC6032108,Yes,Yes,PMID_29921827_PMC6032108.pdf
29920292,Novel tumor necrosis factor-α induced protein eight (TNFAIP8/TIPE) family: Functions and downstream targets involved in cancer progression.,Padmavathi G; Banik K; Monisha J; Bordoloi D; Shabnam B; Arfuso F; Sethi G; Fan L; Kunnumakkara AB,Cancer letters,2018,10.1016/j.canlet.2018.06.017,,No,No,
29910635,Impact of semaphorin expression on prognostic characteristics in breast cancer.,Butti R; Kumar TV; Nimma R; Kundu GC,Breast cancer (Dove Medical Press),2018,10.2147/BCTT.S135753,PMC5987790,Yes,Yes,PMID_29910635_PMC5987790.pdf
29888653,Decreased expression of cell adhesion genes in cancer stem-like cells isolated from primary oral squamous cell carcinomas.,Mishra A; Sriram H; Chandarana P; Tanavde V; Kumar RV; Gopinath A; Govindarajan R; Ramaswamy S; Sadasivam S,Tumour biology : the journal of the International Society for Oncodevelopmental Biology and Medicine,2018,10.1177/1010428318780859,,No,No,
