Gene,Protein,Gene Name(s),Species,Experiment accession,Comparison,log_2 fold change,Adjusted p-value,t-statistic
ENSG00000108854,SMURF2,SMURF2,homo sapiens,E-MTAB-7453,'PLX4720; 1 micromolar' vs 'none',-1.1,0.000403077045889194,
ENSG00000108854,SMURF2,SMURF2,homo sapiens,E-GEOD-35493,'medulloblastoma' vs 'normal',1.1,0.000481502787447023,
ENSG00000108854,SMURF2,SMURF2,homo sapiens,E-GEOD-21668,'early mesodermal progenitors' vs 'undifferentiated cells',1.1,0.000488204416910411,
ENSG00000108854,SMURF2,SMURF2,homo sapiens,E-GEOD-52194,'non-triple-negative breast cancer; breast carcinoma' vs 'normal',-1.1,0.000726329901035721,
ENSG00000108854,SMURF2,SMURF2,homo sapiens,E-GEOD-6907,'6500 micromolar nickel (II) chloride hexahydrate' vs 'none',1.1,0.000943471123433856,
ENSG00000108854,SMURF2,SMURF2,homo sapiens,E-GEOD-48433,'COLO 205; adenocarcinoma of colon; P04' vs 'COLO 205; adenocarcinoma of colon; P0',1.1,0.00136142034914125,
ENSG00000108854,SMURF2,SMURF2,homo sapiens,E-GEOD-48433,'HOP-62; adenocarcinoma of lung; P04' vs 'HOP-62; adenocarcinoma of lung; P0',1.1,0.00323354312863121,
ENSG00000108854,SMURF2,SMURF2,homo sapiens,E-MTAB-3619,'UV' vs 'none' in '(no brct expression) GFP control',-1.1,0.0054314567401587,
ENSG00000108854,SMURF2,SMURF2,homo sapiens,E-GEOD-7515,'mammosphere cell' vs 'breast tumor cell',-1.1,0.00828423632254041,
ENSG00000108854,SMURF2,SMURF2,homo sapiens,E-GEOD-40776,'expressing O6-methylguanine methyltransferase' vs 'control',-1.1,0.0100474118201089,
ENSG00000108854,SMURF2,SMURF2,homo sapiens,E-MTAB-5175,'doxycycline-mediated expression of dominant-negative FOS' vs 'wild type',-1,9.73299482255787e-69,
ENSG00000108854,SMURF2,SMURF2,homo sapiens,E-MTAB-7745,'dexamethasone; 1 micromolar' vs 'vehicle',-1,2.14847432951957e-24,
ENSG00000108854,SMURF2,SMURF2,homo sapiens,E-MTAB-6647,'hypoxia' vs 'normoxia' in 'MDAMB468; DMEM-F12 media',1,2.54087999757794e-20,
ENSG00000108854,SMURF2,SMURF2,homo sapiens,E-MTAB-7518,'cisplatin; 100 micromolar' vs 'none' in 'TMEM45A knockdown by siRNA',-1,4.47850402752088e-13,
ENSG00000108854,SMURF2,SMURF2,homo sapiens,E-MTAB-7284,'TIGAR knockdown' vs 'wild type',-1,3.58549931127469e-12,
ENSG00000108854,SMURF2,SMURF2,homo sapiens,E-MTAB-4054,'esophageal adenocarcinoma' vs 'normal',1,7.31539074232958e-11,
ENSG00000108854,SMURF2,SMURF2,homo sapiens,E-GEOD-30531,'MLN4924; 650 millimolar' at '24 hour' vs 'DMSO; ' at '24 hour',1,4.64914141502619e-8,
ENSG00000108854,SMURF2,SMURF2,homo sapiens,E-GEOD-38678,'CLS1; 6 passages' vs 'CLS1; co-culture with CAF to generate sphere',-1,0.00000198209383360058,
ENSG00000108854,SMURF2,SMURF2,homo sapiens,E-GEOD-48433,'COLO 205; adenocarcinoma of colon; P10' vs 'COLO 205; adenocarcinoma of colon; P0',1,0.00000717796389661898,
ENSG00000108854,SMURF2,SMURF2,homo sapiens,E-GEOD-21750,'malignant mesothelioma; wild type' vs 'normal; wild type',-1,0.00000949107988065101,
ENSG00000108854,SMURF2,SMURF2,homo sapiens,E-GEOD-35642,'rotenone; 5 nanomolar' at '4 week' vs 'vehicle; ' at '4 week',1,0.000113001595704396,
ENSG00000108854,SMURF2,SMURF2,homo sapiens,E-GEOD-35642,'rotenone; 50 nanomolar' at '4 week' vs 'vehicle; ' at '4 week',1,0.000166865088598452,
ENSG00000108854,SMURF2,SMURF2,homo sapiens,E-MTAB-5917,'phorbol 13-acetate 12-myristate; 100 nanomolar; lipopolysaccharide; 1 day' vs 'none; none; 0 day',1,0.000326295329161788,
ENSG00000108854,SMURF2,SMURF2,homo sapiens,E-GEOD-57116,'3 h DRB 0 min 4sU' vs 'untreated',1,0.000336373244910169,
ENSG00000108854,SMURF2,SMURF2,homo sapiens,E-CURD-45,'neoplasm' vs 'normal tissue adjacent to neoplasm',1,0.000348320890690233,
ENSG00000108854,SMURF2,SMURF2,homo sapiens,E-GEOD-32424,'tumor' vs 'normal',1,0.00148009072543369,
ENSG00000108854,SMURF2,SMURF2,homo sapiens,E-GEOD-6691,'multiple myeloma' vs 'normal' in 'plasma cells',1,0.0055967678619024,
ENSG00000108854,SMURF2,SMURF2,homo sapiens,E-MEXP-3496,'Enterococcus faecalis' at '5 day' vs 'none' at '5 day',-1,0.00937692206955936,
ENSG00000108854,SMURF2,SMURF2,homo sapiens,E-MEXP-549,'5 Gray gamma radiation' at '8 hour' vs 'none' at '0 hour',-1,0.0444323058161487,
ENSG00000108854,SMURF2,SMURF2,homo sapiens,E-MTAB-11620,'poly I:C' vs 'mock' in 'ncgRNA',1,0.0471356328452604,
