Gene	Species	Experiment accession	Comparison	log_2 fold change	Adjusted p-value	t-statistic
ENSG00000127920	homo sapiens	E-GEOD-52194	'triple-negative breast cancer; breast carcinoma' vs 'normal'	-1.4	0.000673874888650729	
ENSG00000127920	homo sapiens	E-GEOD-45581	'non-inflammatory breast cancer' vs 'normal'	-1.4	0.00939166527193239	
ENSG00000127920	homo sapiens	E-GEOD-48812	'sulforaphane; prostate carcinoma' at '24 hour' vs 'DMSO; prostate carcinoma' at '24 hour'	-1.3	1.32091917697921e-15	
ENSG00000127920	homo sapiens	E-GEOD-55123	'azacytidine' vs 'untreated'	-1.3	1.51956586378076e-14	
ENSG00000127920	homo sapiens	E-GEOD-48433	'HOP-92; large cell undifferentiated lung; P10' vs 'HOP-92; large cell undifferentiated lung; P0'	-1.3	1.5758890780876e-7	
ENSG00000127920	homo sapiens	E-GEOD-48230	'OVOL1 overexpression; mesenchymal' vs 'control; epithelial transformed to Mesenchymal'	-1.3	2.19591176824501e-7	
ENSG00000127920	homo sapiens	E-GEOD-53757	'tumor' vs 'normal' in 'stage 3'	1.3	0.00000578745379986615	
ENSG00000127920	homo sapiens	E-GEOD-52989	'8 hour' vs '0 hour'	1.3	0.0000256504736897963	
ENSG00000127920	homo sapiens	E-GEOD-48433	'HCC-2998; colon carcinoma; P01' vs 'HCC-2998; colon carcinoma; P0'	1.3	0.000207086634832998	
ENSG00000127920	homo sapiens	E-MEXP-3982	'MDA-MB-231; docetaxel resistant' vs 'MDA-MB-231; control'	1.3	0.000585140866214682	
ENSG00000127920	homo sapiens	E-GEOD-21750	'malignant mesothelioma; ERK1 knockdown' vs 'malignant mesothelioma; scrambled control'	-1.3	0.00141096199454192	
ENSG00000127920	homo sapiens	E-GEOD-42781	'delta-her2 overexpression' vs 'control'	1.3	0.00146978929185187	
ENSG00000127920	homo sapiens	E-GEOD-38959	'breast cancer; breast' vs 'normal; breast'	-1.3	0.00313840920918295	
ENSG00000127920	homo sapiens	E-GEOD-32424	'tumor' vs 'normal'	1.3	0.00354578117289254	
ENSG00000127920	homo sapiens	E-MTAB-5933	'oral squamous cell carcinoma; neoplasm' vs 'normal; 5 mm beyond neoplasm as visible by narrow band imaging' in 'mouth floor'	-1.3	0.00392214241678079	
ENSG00000127920	homo sapiens	E-GEOD-61966	'501Mel; shBRG1 knockdown' vs '501Mel; control'	1.2	3.12629692204007e-136	
ENSG00000127920	homo sapiens	E-MTAB-9712	'RRx-1; 20 micromolar' vs 'none'	1.2	5.01133063742636e-132	
ENSG00000127920	homo sapiens	E-GEOD-22139	'DAOY M2.1; MYC knockdown' vs 'DAOY; siRNA scambled'	1.2	3.11082097218632e-7	
